"","id","Weight","CombinedEffort","CombinedSightings","ENC_Rate"
"914",2275,1,0,0,0
"915",2274,1,0,0,0
"916",2273,1,0,0,0
"917",2272,1,0,0,0
"918",2271,1,0,0,0
"919",2270,1,6,0,0
"920",2269,1,0,0,0
"921",2268,1,0,0,0
"922",2267,1,0,0,0
"923",2266,1,12,0,0
"924",2265,1,0,0,0
"925",2264,1,0,0,0
"926",2263,1,0,0,0
"927",2262,1,0,0,0
"928",6350,1,0,0,0
"929",6349,1,0,0,0
"930",6348,1,0,0,0
"931",6347,1,0,0,0
"932",6346,1,0,0,0
"933",6345,1,0,0,0
"934",6344,1,0,0,0
"935",6343,1,0,0,0
"936",6342,1,0,0,0
"937",6341,1,0,0,0
"938",6340,1,0,0,0
"939",6339,1,0,0,0
"940",2111,1,0,0,0
"941",6338,1,0,0,0
"942",2110,1,0,0,0
"943",6337,1,0,0,0
"944",2109,1,0,0,0
"945",6336,1,0,0,0
"946",2108,1,0,0,0
"947",2107,1,0,0,0
"948",2106,1,10,0,0
"949",2105,1,0,0,0
"950",2104,1,0,0,0
"951",2103,1,0,0,0
"952",2102,1,0,0,0
"953",2101,1,0,0,0
"954",2100,1,2,0,0
"955",2099,1,6,0,0
"956",2098,1,0,0,0
"957",2097,1,0,0,0
"958",2096,1,0,0,0
"959",2095,1,6,0,0
"960",2094,1,7,0,0
"961",2093,1,0,0,0
"962",2092,1,0,0,0
"963",6178,1,0,0,0
"964",6177,1,0,0,0
"965",6176,1,0,0,0
"966",6175,1,0,0,0
"967",6174,1,0,0,0
"968",6173,1,0,0,0
"969",6172,1,0,0,0
"970",6171,1,0,0,0
"971",6170,1,0,0,0
"972",6169,1,0,0,0
"973",6168,1,0,0,0
"974",6167,1,0,0,0
"975",6166,1,0,0,0
"976",6165,1,0,0,0
"977",6164,1,0,0,0
"978",6163,1,0,0,0
"979",6162,1,0,0,0
"980",6161,1,0,0,0
"981",6160,1,6,0,0
"982",6159,1,0,0,0
"983",6158,1,0,0,0
"984",6157,1,0,0,0
"985",6156,1,0,0,0
"986",6155,1,0,0,0
"987",6154,1,0,0,0
"988",6153,1,9,0,0
"989",6152,1,13,0,0
"990",6151,1,50,0,0
"991",6150,1,16038,0,0
"992",6149,1,16025,0,0
"993",6148,1,16030,0,0
"994",6147,1,16011,0,0
"995",6146,1,11495,0,0
"996",6145,1.02578196886541,11490,0,0
"997",6144,1.87049745500028,11485,0,0
"998",6265,1,0,0,0
"999",6264,1,0,0,0
"1000",6263,1,0,0,0
"1001",6262,1,0,0,0
"1002",6261,1,0,0,0
"1003",6260,1,0,0,0
"1004",6259,1,0,0,0
"1005",6258,1,0,0,0
"1006",6257,1,0,0,0
"1007",6256,1,0,0,0
"1008",6255,1,0,0,0
"1009",6254,1,0,0,0
"1010",6253,1,0,0,0
"1011",6252,1,0,0,0
"1012",6251,1,0,0,0
"1013",6250,1,0,0,0
"1014",6249,1,0,0,0
"1015",6248,1,0,0,0
"1016",6247,1,8,1,0.125
"1017",6246,1,4,0,0
"1018",6245,1,0,0,0
"1019",6244,1,0,0,0
"1020",6243,1,0,0,0
"1021",6242,1,0,0,0
"1022",6241,1,0,0,0
"1023",6240,1,0,0,0
"1024",6239,1,23,1,0.0434782608695652
"1025",6238,1,16044,3,0.00018698578908003
"1026",6237,1,16084,9,0.000559562297935837
"1027",6236,1,16031,0,0
"1028",6235,1,16052,0,0
"1029",6234,1,16016,0,0
"1030",6233,1,16037,0,0
"1031",6232,1.04184484687792,11492,0,0
"1032",6231,29.4990953737846,11470,0,0
"1033",2113,1,0,0,0
"1034",2112,1,0,0,0
"1035",6079,1,0,0,0
"1036",6078,1,0,0,0
"1037",6077,1,0,0,0
"1038",6076,1,0,0,0
"1039",6075,1,0,0,0
"1040",6074,1,7,0,0
"1041",6073,1,0,0,0
"1042",6072,1,0,0,0
"1043",6071,1,0,0,0
"1044",6070,1,0,0,0
"1045",6069,1,0,0,0
"1046",6068,1,7,0,0
"1047",6067,1,16,0,0
"1048",6066,1,26,0,0
"1049",6065,1,52,0,0
"1050",6064,1,17,0,0
"1051",6063,1,17,0,0
"1052",6062,1,29,0,0
"1053",6061,1,11478,7,0.000609862345356334
"1054",6060,1,11490,2,0.000174064403829417
"1055",6059,1,11479,0,0
"1056",6058,1,11480,0,0
"1057",6057,2.47437132675024,11487,0,0
"1058",1938,1,0,0,0
"1059",1937,1,0,0,0
"1060",1936,1,0,0,0
"1061",1935,1,0,0,0
"1062",1934,1,0,0,0
"1063",1933,1,0,0,0
"1064",1932,1,6,0,0
"1065",1931,1,8,0,0
"1066",1930,1,8,0,0
"1067",1929,1,6,0,0
"1068",1928,1,2,0,0
"1069",1927,1,0,0,0
"1070",1926,1,0,0,0
"1071",1925,1,0,0,0
"1072",1924,1,6,0,0
"1073",1923,1,0,0,0
"1074",1922,1,6,0,0
"1075",1921,1,0,0,0
"1076",6143,3.51404322500156,11476,0,0
"1077",2025,1,0,0,0
"1078",2024,1,0,0,0
"1079",2023,1,0,0,0
"1080",2022,1,0,0,0
"1081",2021,1,0,0,0
"1082",2020,1,2,0,0
"1083",2019,1,9,0,0
"1084",2018,1,6,0,0
"1085",2017,1,0,0,0
"1086",2016,1,0,0,0
"1087",2015,1,0,0,0
"1088",2014,1,4,0,0
"1089",2013,1,4,0,0
"1090",2012,1,0,0,0
"1091",2011,1,0,0,0
"1092",2010,1,0,0,0
"1093",2009,1,7,0,0
"1094",2008,1,0,0,0
"1095",2007,1,6,0,0
"1096",2006,1,0,0,0
"1097",6092,1,0,0,0
"1098",6091,1,0,0,0
"1099",6090,1,0,0,0
"1100",6089,1,0,0,0
"1101",6088,1,0,0,0
"1102",6087,1,0,0,0
"1103",6086,1,0,0,0
"1104",6085,1,0,0,0
"1105",6084,1,0,0,0
"1106",6083,1,0,0,0
"1107",6082,1,0,0,0
"1108",6081,1,0,0,0
"1109",6080,1,0,0,0
"1110",1850,1,0,0,0
"1111",1849,1,0,0,0
"1112",1848,1,0,0,0
"1113",1847,1,0,0,0
"1114",1846,1,0,0,0
"1115",1845,1,0,0,0
"1116",1844,1,0,0,0
"1117",1843,1,11,0,0
"1118",1842,1,0,0,0
"1119",1841,1,0,0,0
"1120",1840,1,0,0,0
"1121",1839,1,0,0,0
"1122",1838,1,4,0,0
"1123",1837,1,4,0,0
"1124",1836,1,6,0,0
"1125",1835,1,0,0,0
"1126",5920,1,0,0,0
"1127",5919,1,0,0,0
"1128",5918,1,0,0,0
"1129",5917,1,0,0,0
"1130",5916,1,0,0,0
"1131",5915,1,0,0,0
"1132",5914,1,0,0,0
"1133",5913,1,0,0,0
"1134",5912,1,0,0,0
"1135",5911,1,0,0,0
"1136",5910,1,0,0,0
"1137",5909,1,0,0,0
"1138",5908,1,0,0,0
"1139",5907,1,0,0,0
"1140",5906,1,0,0,0
"1141",5905,1,0,0,0
"1142",5904,1,0,0,0
"1143",5903,1,0,0,0
"1144",5902,1,3,0,0
"1145",5901,1,3,0,0
"1146",5900,1,0,0,0
"1147",5899,1,0,0,0
"1148",5898,1,0,0,0
"1149",5897,1,10,0,0
"1150",5896,1,0,0,0
"1151",5895,1,6,0,0
"1152",5894,1,23,0,0
"1153",5893,1,22,0,0
"1154",5892,1,19,0,0
"1155",5891,1,44,0,0
"1156",5890,1,0,0,0
"1157",5889,1,11474,0,0
"1158",5888,1,11482,0,0
"1159",6005,1,0,0,0
"1160",6004,1,0,0,0
"1161",6003,1,0,0,0
"1162",6002,1,0,0,0
"1163",6001,1,0,0,0
"1164",6000,1,0,0,0
"1165",5999,1,0,0,0
"1166",5998,1,0,0,0
"1167",5997,1,0,0,0
"1168",5996,1,0,0,0
"1169",5995,1,0,0,0
"1170",5994,1,0,0,0
"1171",5993,1,0,0,0
"1172",5992,1,0,0,0
"1173",5991,1,0,0,0
"1174",5990,1,0,0,0
"1175",5989,1,0,0,0
"1176",5988,1,0,0,0
"1177",5987,1,5,0,0
"1178",5986,1,0,0,0
"1179",5985,1,0,0,0
"1180",5984,1,0,0,0
"1181",5983,1,0,0,0
"1182",5982,1,7,0,0
"1183",5981,1,8,0,0
"1184",5980,1,16,0,0
"1185",5979,1,11,0,0
"1186",5978,1,40,0,0
"1187",5977,1,27,0,0
"1188",5976,1,39,0,0
"1189",5975,1,11488,0,0
"1190",5974,1,11472,1,8.71687587168759e-05
"1191",5973,1,11486,4,0.000348250043531255
"1192",5972,1,11493,3,0.000261028452101279
"1193",5971,1,11470,9,0.000784655623365301
"1194",5970,1.90237628285701,11489,0,0
"1195",5823,1,0,0,0
"1196",5822,1,0,0,0
"1197",5821,1,0,0,0
"1198",5820,1,0,0,0
"1199",5819,1,0,0,0
"1200",5818,1,0,0,0
"1201",5817,1,0,0,0
"1202",5816,1,0,0,0
"1203",5815,1,5,0,0
"1204",5814,1,0,0,0
"1205",5813,1,0,0,0
"1206",5812,1,0,0,0
"1207",5811,1,10,0,0
"1208",5810,1,0,0,0
"1209",5809,1,0,0,0
"1210",5808,1,24,0,0
"1211",5807,1,0,0,0
"1212",5806,1,12,0,0
"1213",5805,1,16,0,0
"1214",5804,1,53,0,0
"1215",5803,1,2,0,0
"1216",5802,1,11470,0,0
"1217",5801,1,11480,0,0
"1218",5800,1,11481,0,0
"1219",5799,1,11481,7,0.000609702987544639
"1220",5798,1,11486,6,0.000522375065296883
"1221",5797,1.30500188355463,11494,2,0.00022707532339562
"1222",5796,3.32749347312518,0,0,0
"1223",1675,1,0,0,0
"1224",1674,1,0,0,0
"1225",1673,1,0,0,0
"1226",1672,1,0,0,0
"1227",1671,1,0,0,0
"1228",1670,1,0,0,0
"1229",1669,1,0,0,0
"1230",1668,1,0,0,0
"1231",1667,1,1,0,0
"1232",1666,1,10,0,0
"1233",1665,1,37,0,0
"1234",1664,1,0,0,0
"1235",5887,1,11473,21,0.00183038438071995
"1236",5886,1,11494,10,0.000870019140421089
"1237",5885,1,11484,2,0.00017415534656914
"1238",5884,1.89867704565569,11480,0,0
"1239",1763,1,0,0,0
"1240",1762,1,0,0,0
"1241",1761,1,0,0,0
"1242",1760,1,0,0,0
"1243",1759,1,0,0,0
"1244",1758,1,0,0,0
"1245",1757,1,0,0,0
"1246",1756,1,0,0,0
"1247",1755,1,0,0,0
"1248",1754,1,0,0,0
"1249",1753,1,3,0,0
"1250",1752,1,11,0,0
"1251",1751,1,15,0,0
"1252",1750,1,0,0,0
"1253",5833,1,0,0,0
"1254",5832,1,0,0,0
"1255",5831,1,0,0,0
"1256",5830,1,0,0,0
"1257",5829,1,0,0,0
"1258",5828,1,0,0,0
"1259",5827,1,0,0,0
"1260",5826,1,0,0,0
"1261",5825,1,0,0,0
"1262",5824,1,0,0,0
"1263",1588,1,0,0,0
"1264",1587,1,0,0,0
"1265",1586,1,0,0,0
"1266",1585,1,0,0,0
"1267",1584,1,0,0,0
"1268",1583,1,0,0,0
"1269",1582,1,0,0,0
"1270",1581,1,6,0,0
"1271",1580,1,6,0,0
"1272",1579,1,0,0,0
"1273",5660,1,0,0,0
"1274",5659,1,0,0,0
"1275",5658,1,0,0,0
"1276",5657,1,0,0,0
"1277",5656,1,0,0,0
"1278",5655,1,0,0,0
"1279",5654,1,0,0,0
"1280",5653,1,0,0,0
"1281",5652,1,0,0,0
"1282",5651,1,0,0,0
"1283",5650,1,0,0,0
"1284",5649,1,0,0,0
"1285",5648,1,0,0,0
"1286",5647,1,0,0,0
"1287",5646,1,0,0,0
"1288",5645,1,0,0,0
"1289",5644,1,0,0,0
"1290",5643,1,0,0,0
"1291",5642,1,6,0,0
"1292",5641,1,0,0,0
"1293",5640,1,0,0,0
"1294",5639,1,13,0,0
"1295",5638,1,0,0,0
"1296",5637,1,11,0,0
"1297",5636,1,22,0,0
"1298",5635,1,0,0,0
"1299",5634,1,19,3,0.157894736842105
"1300",5633,1,14,2,0.142857142857143
"1301",5632,1,20,0,0
"1302",5747,1,0,0,0
"1303",5746,1,0,0,0
"1304",5745,1,0,0,0
"1305",5744,1,0,0,0
"1306",5743,1,0,0,0
"1307",5742,1,0,0,0
"1308",5741,1,0,0,0
"1309",5740,1,0,0,0
"1310",5739,1,0,0,0
"1311",5738,1,0,0,0
"1312",5737,1,0,0,0
"1313",5736,1,0,0,0
"1314",5735,1,0,0,0
"1315",5734,1,0,0,0
"1316",5733,1,0,0,0
"1317",5732,1,0,0,0
"1318",5731,1,0,0,0
"1319",5730,1,0,0,0
"1320",5729,1,6,0,0
"1321",5728,1,0,0,0
"1322",5727,1,0,0,0
"1323",5726,1,0,0,0
"1324",5725,1,11,0,0
"1325",5724,1,0,0,0
"1326",5723,1,9,0,0
"1327",5722,1,23,0,0
"1328",5721,1,9,1,0.111111111111111
"1329",5720,1,6,0,0
"1330",5719,1,23,0,0
"1331",5718,1,14,0,0
"1332",5717,1,11484,0,0
"1333",5716,1,11470,1,8.71839581517001e-05
"1334",5715,1,11475,0,0
"1335",5714,1,11470,4,0.0003487358326068
"1336",5713,1,11481,6,0.000522602560752548
"1337",5712,1,11478,3,0.000261369576581286
"1338",5711,1,11490,3,0.000261096605744125
"1339",5710,1.0828235018308,25,0,0
"1340",5709,1.34917951041619,167,0,0
"1341",5708,1.83111830881929,0,0,0
"1342",5707,15.7266464696753,3,0,0
"1343",5567,1,0,0,0
"1344",5566,1,0,0,0
"1345",5565,1,0,0,0
"1346",5564,1,0,0,0
"1347",5563,1,0,0,0
"1348",5562,1,0,0,0
"1349",5561,1,0,0,0
"1350",5560,1,0,0,0
"1351",5559,1,0,0,0
"1352",5558,1,0,0,0
"1353",5557,1,0,0,0
"1354",5556,1,7,0,0
"1355",5555,1,0,0,0
"1356",5554,1,0,0,0
"1357",5553,1,9,0,0
"1358",5552,1,2,0,0
"1359",5551,1,27,0,0
"1360",5550,1,5,0,0
"1361",5549,1,0,0,0
"1362",5548,1,1,0,0
"1363",5547,1,12,0,0
"1364",5546,1,8,0,0
"1365",5545,1,8,0,0
"1366",5544,1,12,0,0
"1367",5543,1,11485,0,0
"1368",5542,1,11470,0,0
"1369",5541,1,11470,0,0
"1370",5540,1,11481,0,0
"1371",5539,1,11470,0,0
"1372",5538,1,11470,0,0
"1373",5537,1,21,0,0
"1374",5536,1.14706461259999,16,0,0
"1375",5535,1.3399463631254,9,0,0
"1376",1413,1,0,0,0
"1377",1412,1,0,0,0
"1378",1411,1,0,0,0
"1379",1410,1,7,0,0
"1380",1409,1,0,0,0
"1381",1408,1,6,0,0
"1382",5631,1,9,0,0
"1383",5630,1,11485,0,0
"1384",5629,1,11475,0,0
"1385",5628,1,11470,0,0
"1386",5627,1,11470,0,0
"1387",5626,1,11480,0,0
"1388",5625,1,11470,3,0.0002615518744551
"1389",5624,1,11470,0,0
"1390",5623,1,7,0,0
"1391",5622,1,39,0,0
"1392",5621,1,4,0,0
"1393",5620,11.6640731144987,0,0,0
"1394",1500,1,0,0,0
"1395",1499,1,0,0,0
"1396",1498,1,0,0,0
"1397",1497,1,0,0,0
"1398",1496,1,0,0,0
"1399",1495,1,6,0,0
"1400",1494,1,0,0,0
"1401",1493,1,5,0,0
"1402",5574,1,0,0,0
"1403",5573,1,0,0,0
"1404",5572,1,0,0,0
"1405",5571,1,0,0,0
"1406",5570,1,0,0,0
"1407",5569,1,0,0,0
"1408",5568,1,0,0,0
"1409",1325,1,0,0,0
"1410",1324,1,41,0,0
"1411",1323,1,5,0,0
"1412",1322,1,24,0,0
"1413",5402,1,0,0,0
"1414",5401,1,0,0,0
"1415",5400,1,0,0,0
"1416",5399,1,0,0,0
"1417",5398,1,0,0,0
"1418",5397,1,0,0,0
"1419",5396,1,0,0,0
"1420",5395,1,0,0,0
"1421",5394,1,0,0,0
"1422",5393,1,0,0,0
"1423",5392,1,0,0,0
"1424",5391,1,0,0,0
"1425",5390,1,0,0,0
"1426",5389,1,0,0,0
"1427",5388,1,0,0,0
"1428",5387,1,0,0,0
"1429",5386,1,0,0,0
"1430",5385,1,0,0,0
"1431",5384,1,3,0,0
"1432",5383,1,6,0,0
"1433",5382,1,0,0,0
"1434",5381,1,9,0,0
"1435",5380,1,8,0,0
"1436",5379,1,11,0,0
"1437",5378,1,4,0,0
"1438",5377,1,0,0,0
"1439",5376,1,3,0,0
"1440",5488,1,0,0,0
"1441",5487,1,0,0,0
"1442",5486,1,0,0,0
"1443",5485,1,0,0,0
"1444",5484,1,0,0,0
"1445",5483,1,0,0,0
"1446",5482,1,0,0,0
"1447",5481,1,0,0,0
"1448",5480,1,0,0,0
"1449",5479,1,0,0,0
"1450",5478,1,0,0,0
"1451",5477,1,0,0,0
"1452",5476,1,0,0,0
"1453",5475,1,0,0,0
"1454",5474,1,0,0,0
"1455",5473,1,0,0,0
"1456",5472,1,0,0,0
"1457",5471,1,0,0,0
"1458",5470,1,0,0,0
"1459",5469,1,6,0,0
"1460",5468,1,0,0,0
"1461",5467,1,11,0,0
"1462",5466,1,0,0,0
"1463",5465,1,20,0,0
"1464",5464,1,11,0,0
"1465",5463,1,0,0,0
"1466",5462,1,0,0,0
"1467",5461,1,8,0,0
"1468",5460,1,0,0,0
"1469",5459,1,6,0,0
"1470",5458,1,0,0,0
"1471",5457,1,8,0,0
"1472",5456,1,11494,0,0
"1473",5455,1,11484,0,0
"1474",5454,1,11470,0,0
"1475",5453,1,11480,0,0
"1476",5452,1,11470,0,0
"1477",5451,1,20,0,0
"1478",5450,1,48,3,0.0625
"1479",5449,1.0611275482216,197,0,0
"1480",5448,2.69332044414257,101,0,0
"1481",5311,1,0,0,0
"1482",5310,1,0,0,0
"1483",5309,1,0,0,0
"1484",5308,1,0,0,0
"1485",5307,1,0,0,0
"1486",5306,1,0,0,0
"1487",5305,1,0,0,0
"1488",5304,1,0,0,0
"1489",5303,1,0,0,0
"1490",5302,1,0,0,0
"1491",5301,1,0,0,0
"1492",5300,1,0,0,0
"1493",5299,1,0,0,0
"1494",5298,1,0,0,0
"1495",5297,1,7,0,0
"1496",5296,1,4,0,0
"1497",5295,1,0,0,0
"1498",5294,1,13,0,0
"1499",5293,1,17,0,0
"1500",5292,1,9,0,0
"1501",5291,1,0,0,0
"1502",5290,1,0,0,0
"1503",5289,1,10,0,0
"1504",5288,1,0,0,0
"1505",5287,1,9,0,0
"1506",5286,1,0,0,0
"1507",5285,1,0,0,0
"1508",5284,1,0,0,0
"1509",5283,1,10,0,0
"1510",5282,1,60,0,0
"1511",5281,1,65,0,0
"1512",5280,1,105,8,0.0761904761904762
"1513",5279,1,78,2,0.0256410256410256
"1514",5278,1,66,0,0
"1515",5277,1,171,0,0
"1516",5276,3.47949941515653,2,0,0
"1517",5375,1,4,0,0
"1518",5374,1,6,0,0
"1519",5373,1,0,0,0
"1520",5372,1,0,0,0
"1521",5371,1,0,0,0
"1522",5370,1,8,0,0
"1523",5369,1,64,0,0
"1524",5368,1,0,0,0
"1525",5367,1,21,0,0
"1526",5366,1,52,0,0
"1527",5365,1,82,5,0.0609756097560976
"1528",5364,1,141,0,0
"1529",5363,1.98325286656544,107,0,0
"1530",1238,1,43,0,0
"1531",1237,1,17,0,0
"1532",5315,1,0,0,0
"1533",5314,1,0,0,0
"1534",5313,1,0,0,0
"1535",5312,1,0,0,0
"1536",5143,1,0,0,0
"1537",5142,1,0,0,0
"1538",5141,1,0,0,0
"1539",5140,1,0,0,0
"1540",5139,1,0,0,0
"1541",5138,1,0,0,0
"1542",5137,1,0,0,0
"1543",5136,1,0,0,0
"1544",5135,1,0,0,0
"1545",5134,1,0,0,0
"1546",5133,1,0,0,0
"1547",5132,1,0,0,0
"1548",5131,1,0,0,0
"1549",5130,1,0,0,0
"1550",5129,1,0,0,0
"1551",5128,1,0,0,0
"1552",5127,1,0,0,0
"1553",5126,1,0,0,0
"1554",5125,1,7,0,0
"1555",5124,1,6,0,0
"1556",5123,1,0,0,0
"1557",5122,1,20,0,0
"1558",5121,1,0,0,0
"1559",5120,1,17,0,0
"1560",5229,1,0,0,0
"1561",5228,1,0,0,0
"1562",5227,1,0,0,0
"1563",5226,1,0,0,0
"1564",5225,1,0,0,0
"1565",5224,1,0,0,0
"1566",5223,1,0,0,0
"1567",5222,1,0,0,0
"1568",5221,1,0,0,0
"1569",5220,1,0,0,0
"1570",5219,1,0,0,0
"1571",5218,1,0,0,0
"1572",5217,1,0,0,0
"1573",5216,1,0,0,0
"1574",5215,1,0,0,0
"1575",5214,1,0,0,0
"1576",5213,1,0,0,0
"1577",5212,1,4,0,0
"1578",5211,1,4,0,0
"1579",5210,1,1,0,0
"1580",5209,1,0,0,0
"1581",5208,1,28,0,0
"1582",5207,1,9,0,0
"1583",5206,1,0,0,0
"1584",5205,1,0,0,0
"1585",5204,1,9,0,0
"1586",5203,1,0,0,0
"1587",5202,1,0,0,0
"1588",5201,1,5,0,0
"1589",5200,1,0,0,0
"1590",5199,1,0,0,0
"1591",5198,1,5,0,0
"1592",5197,1,25,0,0
"1593",5196,1,7,0,0
"1594",5195,1,26,0,0
"1595",5194,1,68,4,0.0588235294117647
"1596",5193,1,31,1,0.032258064516129
"1597",5192,1,162,0,0
"1598",5191,1.814354955181,29,0,0
"1599",5055,1,0,0,0
"1600",5054,1,0,0,0
"1601",5053,1,0,0,0
"1602",5052,1,0,0,0
"1603",5051,1,0,0,0
"1604",5050,1,0,0,0
"1605",5049,1,0,0,0
"1606",5048,1,0,0,0
"1607",5047,1,0,0,0
"1608",5046,1,0,0,0
"1609",5045,1,0,0,0
"1610",5044,1,0,0,0
"1611",5043,1,0,0,0
"1612",5042,1,0,0,0
"1613",5041,1,0,0,0
"1614",5040,1,0,0,0
"1615",5039,1,6,0,0
"1616",5038,1,7,0,0
"1617",5037,1,9,0,0
"1618",5036,1,6,0,0
"1619",5035,1,6,0,0
"1620",5034,1,9,0,0
"1621",5033,1,6,0,0
"1622",5032,1,8,0,0
"1623",5031,1,0,0,0
"1624",5030,1,0,0,0
"1625",5029,1,8,0,0
"1626",5028,1,0,0,0
"1627",5027,1,1,0,0
"1628",5026,1,12,0,0
"1629",5025,1,0,0,0
"1630",5024,1,22,0,0
"1631",5023,1,1,0,0
"1632",5022,1,15,0,0
"1633",5021,1,39,0,0
"1634",5020,1,133,0,0
"1635",5019,2.09864355014812,27,0,0
"1636",5008,4.63475127552084,0,0,0
"1637",5007,2.67720985948019,0,0,0
"1638",5006,2.71650114504683,0,0,0
"1639",5119,1,0,0,0
"1640",5118,1,2,0,0
"1641",5117,1,5,0,0
"1642",5116,1,0,0,0
"1643",5115,1,7,0,0
"1644",5114,1,0,0,0
"1645",5113,1,0,0,0
"1646",5112,1,0,0,0
"1647",5111,1,11,0,0
"1648",5110,1,0,0,0
"1649",5109,1,9,0,0
"1650",5108,1,9,0,0
"1651",5107,1,52,0,0
"1652",5106,1,75,2,0.0266666666666667
"1653",5105,1.90272337666437,122,0,0
"1654",5104,437.979589458037,6,0,0
"1655",5057,1,0,0,0
"1656",5056,1,0,0,0
"1657",4921,15.6186970565248,0,0,0
"1658",4920,3.64409241318943,0,0,0
"1659",4919,1.17132373764714,8,0,0
"1660",4884,1,0,0,0
"1661",4883,1,0,0,0
"1662",4882,1,0,0,0
"1663",4881,1,0,0,0
"1664",4880,1,0,0,0
"1665",4879,1,0,0,0
"1666",4878,1,0,0,0
"1667",4877,1,0,0,0
"1668",4876,1,0,0,0
"1669",4875,1,0,0,0
"1670",4874,1,0,0,0
"1671",4873,1,0,0,0
"1672",4872,1,0,0,0
"1673",4871,1,0,0,0
"1674",4870,1,0,0,0
"1675",4869,1,0,0,0
"1676",4868,1,0,0,0
"1677",4867,1,5,0,0
"1678",4866,1,2,0,0
"1679",4865,1,26,0,0
"1680",4864,1,0,0,0
"1681",4970,1,0,0,0
"1682",4969,1,0,0,0
"1683",4968,1,0,0,0
"1684",4967,1,0,0,0
"1685",4966,1,0,0,0
"1686",4965,1,0,0,0
"1687",4964,1,0,0,0
"1688",4963,1,0,0,0
"1689",4962,1,0,0,0
"1690",4961,1,0,0,0
"1691",4960,1,0,0,0
"1692",4959,1,0,0,0
"1693",4958,1,0,0,0
"1694",4957,1,0,0,0
"1695",4956,1,0,0,0
"1696",4955,1,0,0,0
"1697",4954,1,0,0,0
"1698",4953,1,0,0,0
"1699",4952,1,5,0,0
"1700",4951,1,8,0,0
"1701",4950,1,16,0,0
"1702",4949,1,0,0,0
"1703",4948,1,8,0,0
"1704",4947,1,0,0,0
"1705",4946,1,22,0,0
"1706",4945,1,0,0,0
"1707",4944,1,0,0,0
"1708",4943,1,0,0,0
"1709",4942,1,6,0,0
"1710",4941,1,0,0,0
"1711",4940,1,17,0,0
"1712",4939,1,12,0,0
"1713",4938,1,12,0,0
"1714",4937,1,0,0,0
"1715",4936,1,2,0,0
"1716",4935,1,6,0,0
"1717",4934,1,8,1,0.125
"1718",4933,1,100,1,0.01
"1719",4932,1.25111181810781,51,1,0.0245316042766237
"1720",4931,24.6031737583203,0,0,0
"1721",4798,1,0,0,0
"1722",4797,1,0,0,0
"1723",4796,1,0,0,0
"1724",4795,1,0,0,0
"1725",4794,1,0,0,0
"1726",4793,1,0,0,0
"1727",4792,1,0,0,0
"1728",4791,1,0,0,0
"1729",4790,1,0,0,0
"1730",4789,1,0,0,0
"1731",4788,1,0,0,0
"1732",4787,1,0,0,0
"1733",4786,1,0,0,0
"1734",4785,1,0,0,0
"1735",4784,1,0,0,0
"1736",4783,1,0,0,0
"1737",4782,1,0,0,0
"1738",4781,1,0,0,0
"1739",4780,1,8,0,0
"1740",4779,1,14,0,0
"1741",4778,1,9,0,0
"1742",4777,1,0,0,0
"1743",4776,1,11,0,0
"1744",4775,1,4,0,0
"1745",4774,1,14,0,0
"1746",4773,1,0,0,0
"1747",4772,1,0,0,0
"1748",4771,1,0,0,0
"1749",4770,1,8,0,0
"1750",4769,1,0,0,0
"1751",4768,1,0,0,0
"1752",4767,1,0,0,0
"1753",4766,1,0,0,0
"1754",4765,1,0,0,0
"1755",4764,1,0,0,0
"1756",4763,1,0,0,0
"1757",4762,1,6,0,0
"1758",4761,1,16,0,0
"1759",4760,1,77,5,0.0649350649350649
"1760",4759,1,81,0,0
"1761",4758,1.55794767592903,16,0,0
"1762",4757,36.9389126921814,0,0,0
"1763",4750,78.3876123558007,0,0,0
"1764",4746,1.52459957170204,10,0,0
"1765",4745,1.70716370003327,0,0,0
"1766",4863,1,6,0,0
"1767",4862,1,0,0,0
"1768",4861,1,12,0,0
"1769",4860,1,2,0,0
"1770",4859,1,0,0,0
"1771",4858,1,0,0,0
"1772",4857,1,6,0,0
"1773",4856,1,0,0,0
"1774",4855,1,0,0,0
"1775",4854,1,0,0,0
"1776",4853,1,0,0,0
"1777",4852,1,0,0,0
"1778",4851,1,0,0,0
"1779",4850,1,0,0,0
"1780",4849,1,0,0,0
"1781",4848,1,8,0,0
"1782",4847,1,101,1,0.0099009900990099
"1783",4846,1.00117582782369,88,1,0.011376998043451
"1784",4845,3.23414594283471,48,0,0
"1785",4833,1.80412849240102,8,0,0
"1786",4671,1.09306773917185,1506,0,0
"1787",4670,2.76200970601703,1505,0,0
"1788",4669,3.66917206198696,1530,0,0
"1789",4668,285.530580292173,1505,0,0
"1790",4665,1.33951485951649,0,0,0
"1791",4664,2.3941933192758,0,0,0
"1792",4660,1.21222672116046,8,0,0
"1793",4659,6.3600370016865,6,0,0
"1794",4625,1,0,0,0
"1795",4624,1,0,0,0
"1796",4623,1,0,0,0
"1797",4622,1,0,0,0
"1798",4621,1,0,0,0
"1799",4620,1,0,0,0
"1800",4619,1,0,0,0
"1801",4618,1,0,0,0
"1802",4617,1,0,0,0
"1803",4616,1,0,0,0
"1804",4615,1,0,0,0
"1805",4614,1,0,0,0
"1806",4613,1,0,0,0
"1807",4612,1,0,0,0
"1808",4611,1,0,0,0
"1809",4610,1,0,0,0
